Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Bindiya Mange Bandook,(2001),115,['Action'],3.9,8.0,Sanju K. Gupta,Joginder Shelly,Pinky Chinoy,Mohan Joshi
Bindya,(1960),135,['Drama'],5.7,12.0,R. Krishnan,S. Panju,Padmini,Balraj Sahni
Bioscopewala,(2017),91,['Drama'],7.6,882.0,Deb Medhekar,Danny Denzongpa,Geetanjali Thapa,Adil Hussain
Biradari,(1966),139,['Drama'],5.9,33.0,Ram Kamlani,Shashi Kapoor,Faryal,Pran
Biraj Bahu,(1954),145,['Drama'],6.2,51.0,Bimal Roy,Kamini Kaushal,Abhi Bhattacharya,Shakuntala
Bismillah Ki Barkat,(1983),135,['Drama'],5.8,5.0,K Sharif,Tariq,Sona Mastan Mirza,Meena T.
Bitch,(2017),82,"['Adventure', ' Comedy', ' Drama']",5.5,11.0,Csaba Bene Perlenberg,Amanda Ooms,Lars-Erik Berenett,Anders Granström
Bitter Chestnut,(2019),100,['Drama'],7.1,27.0,Gurvinder Singh,Bhankheri Devi,Rani Devi,Gopi Katwal
Bittoo Boss,(2012),116,['Romance'],4.1,365.0,Supavitra Babul,Pulkit Samrat,Rajesh Bakshi,Ujjwal Chopra
Biwi Aur Makan,(1966),126,['Comedy'],6.9,45.0,Hrishikesh Mukherjee,Biswajit Chatterjee,Mehmood,Shabnam
Biwi Ho To Aisi,(1988),149,"['Comedy', ' Drama']",5.8,857.0,J.K. Bihari,Rekha,Farooq Shaikh,Bindu
Biwi No. 2,(2000),135,['Romance'],5.7,63.0,Satyanarayana,Nagarjuna Akkineni,Tabu,Heera Rajgopal
Biwi-O-Biwi,(1981),156,"['Comedy', ' Romance']",7.0,206.0,Rahul Rawail,Sanjeev Kumar,Randhir Kapoor,Poonam Dhillon
Black & White,(2008),134,"['Crime', ' Drama', ' Thriller']",6.2,570.0,Subhash Ghai,Anil Kapoor,Anurag Sinha,Shefali Shah
Black Cat,(1959),154,"['Action', ' Thriller', ' Mystery']",6.7,25.0,Nisar Ahmad Ansari,Balraj Sahni,Minoo Mumtaz,Johnny Walker
Black Cobra,(1981),135,"['Action', ' Adventure', ' Crime']",4.9,26.0,K.S.R. Das,Kavitha,Padma Khanna,Pandharibai
Black Home,(2015),105,"['Drama', ' Thriller']",7.4,23.0,Ashish Deo,Ashutosh Rana,Chitrashi Rawat,Murli Sharma
Black Mountain,(1971),83,"['Drama', ' Family', ' Fantasy']",6.6,24.0,M.S. Sathyu,Aleksandr Zguridi,Reshama Pasha,Prince Pradeep
Black Rose,(2021),135,['Thriller'],5.0,46.0,Hemant N Mishra,Samiksha Bhatnagar,Abhilash Narain,Sanjana Shukla
Black Rose,(2020),120,['Thriller'],8.6,38.0,Hemant N Mishra,Samiksha Bhatnagar,Rahul Chawla,Abhilash Dada
Blackboard vs Whiteboard,(2019),152,"['Action', ' Family']",5.4,43.0,Tarun s Bisht,Dharmendra,Alismita Goswami,Pankaj Jha
Blackmail,(1973),145,"['Drama', ' Musical', ' Romance']",6.7,199.0,Vijay Anand,Dharmendra,Rakhee Gulzar,Shatrughan Sinha
Blackmail,(2005),126,"['Action', ' Drama', ' Thriller']",4.1,618.0,Anil Devgan,Ajay Devgn,Sunil Shetty,Priyanka Chopra Jonas
Blank,(2019),107,"['Action', ' Thriller']",6.2,933.0,Behzad Khambata,Sunny Deol,Karan Kapadia,Karanvir Sharma
Blood Money,(2012),109,"['Action', ' Crime', ' Drama']",5.0,981.0,Vishal Mahadkar,Manish Chaudhary,Kunal Khemu,Amrita Puri
Bloody Isshq,(2013),135,"['Drama', ' Romance']",7.2,35.0,Arup Dutta,Akash,Shilpa Anand,Karan Veer Mehra
Blue Mountains,(2017),134,"['Drama', ' Family', ' Musical']",5.7,51.0,Suman Ganguli,Sapna Awasthi,Nitin Bali,Amit Behl
Blue Oranges,(2009),114,['Mystery'],6.5,201.0,Rajesh Ganguly,Rajit Kapoor,Aham Sharma,Pooja Kanwal
Bluff Master,(1963),135,['Romance'],6.5,112.0,Manmohan Desai,Shammi Kapoor,Saira Banu,Niranjan Sharma
Bobby: Love and Lust,(2005),125,['Romance'],4.8,37.0,Rakesh Parmaar,Usha Bachani,Monalisa,Hyder Kazmi
Boichek,(2017),85,"['Drama', ' Thriller']",6.3,24.0,Santosh Sivan,Chandra Shekhar Dutta,Sugandha Garg,Brijendra Kala
Bol Radha Bol,(1992),164,"['Action', ' Comedy', ' Crime']",6.1,760.0,David Dhawan,Rishi Kapoor,Juhi Chawla,Kader Khan
Bold,(2006),135,['Crime'],4.7,28.0,K.C. Bokadia,Tanvi Verma,Prem Chopra,Shakti Kapoor
Bole India Jai Bhim,(2016),150,['Biography'],7.9,20.0,Subodh Nagdeve,Shyam Bhimsaria,Sameer Deshpande,Jeetendra Doshi
Bollywood Diaries,(2016),125,['Drama'],6.0,257.0,K.D. Satyam,Raima Sen,Salim Diwan,Ashish Vidyarthi
Bollywood Villa,(2014),124,['Thriller'],4.8,12.0,Chandersen Singh,Arun Bakshi,Piyush Bhalodiya,Deepak Bhatia
Bollywood: The Greatest Love Story Ever Told,(2011),81,['Documentary'],6.1,115.0,Rakeysh Omprakash Mehra,Jeff Zimbalist,Amitabh Bachchan,Aishwarya Rai Bachchan
Bolo Raam,(2009),103,"['Action', ' Crime', ' Drama']",5.2,85.0,Rakesh Chaturvedi Om,Rishi Bhutani,Disha Pandey,Padmini Kolhapure
Bomb Blast,(1993),153,"['Action', ' Thriller']",6.4,25.0,Deepak Balraj Vij,Ronit Roy,Aditya Pancholi,Kishori Shahane
Bombai Ka Babu,(1960),154,"['Drama', ' Musical', ' Romance']",7.0,154.0,Raj Khosla,Dev Anand,Suchitra Sen,Jeevan
Bombairiya,(2019),104,"['Comedy', ' Crime', ' Drama']",4.5,381.0,Pia Sukanya,Radhika Apte,Akshay Oberoi,Siddhant Kapoor
Bombay 405 Miles,(1980),164,"['Comedy', ' Action']",6.9,83.0,Brij,Zeenat Aman,Vinod Khanna,Shatrughan Sinha
Bombay Boys,(1998),105,"['Comedy', ' Crime', ' Drama']",6.5,557.0,Kaizad Gustad,Naveen Andrews,Rahul Bose,Alexander Gifford
Bombay Ka Chor,(1962),135,"['Crime', ' Mystery']",7.0,16.0,S.D. Narang,Kishore Kumar,Mala Sinha,Amar
Bombay Police,(1992),135,['Action'],5.4,9.0,Narayana Rao Uppalapati,Nagarjuna Akkineni,J.D. Chakravarthi,Prabhu Deva
Bombay Rose,(2019),97,"['Animation', ' Drama', ' Romance']",6.0,480.0,Gitanjali Rao,Cyli Khare,Amit Deondi,Gargi Shitole
Bombay to Bangkok,(2008),120,"['Comedy', ' Crime', ' Romance']",4.6,417.0,Nagesh Kukunoor,Shreyas Talpade,Lena Christensen,Vijay Maurya
Bond 303,(1985),135,"['Action', ' Adventure', ' Crime']",4.9,27.0,Ravi Tandon,Jeetendra,Parveen Babi,Tom Alter
Boond,(2001),137,"['Action', ' Crime', ' Drama']",4.2,10.0,Inayat Mahshar,Navin Berry,Pankaj Berry,Birbal
Boond Jo Ban Gayee Moti,(1967),135,"['Crime', ' Drama', ' Romance']",6.8,31.0,Shantaram Rajaram Vankudre,Jeetendra,Mumtaz,Akashdeep
Boot Polish,(1954),90,"['Comedy', ' Drama', ' Family']",8.0,780.0,Prakash Arora,Kumari Naaz,Ratan Kumar,David Abraham
Border Hindustan Ka,(2003),135,"['Action', ' Romance']",5.1,83.0,Yogesh Bharadwaj,Faisal Khan,Rajat Bedi,Aditya Pancholi
Border Kashmir,(2002),107,['Action'],2.9,7.0,Teerat Singh,Dharmendra,Dinesh Hingoo,Anjali Kholapure
Boxed,(2021),115,['Adventure'],6.4,10.0,Mohd Feroz Qureshi,Mantosh Kumar,Jahina Mulla Qureshi,Mohd Feroz Qureshi
Boxer,(1965),136,['Drama'],7.5,13.0,Radhakant,Dara Singh,Mumtaz,Azaad Irani
Boxer,(1984),135,"['Action', ' Drama', ' Sport']",6.2,126.0,Raj N. Sippy,Tanuja,Mithun Chakraborty,Rati Agnihotri
Boy Friend,(1961),137,"['Drama', ' Romance']",7.6,60.0,Naresh Saigal,Shammi Kapoor,Madhubala,Nishi
Boy Friend,(1993),135,['Romance'],4.4,8.0,Ramesh U. Lakhiani,Sheeba,Ravi Behl,Kiran Kumar
Boys Who Like Girls,(2018),68,['Documentary'],6.9,19.0,Inka Achté,Aspar Husain,Vedprakash Jaiswal,Harish Sadani
Boyss Toh Boyss Hain,(2013),135,['Comedy'],5.5,43.0,Amit Vats,Gulshan Grover,Rajkummar Rao,Anshuman Jha
Brahma,(1994),135,"['Crime', ' Drama', ' Mystery']",5.1,38.0,K. Subhash,Govinda,Madhoo,Ayesha Jhulka
Brahmachari,(1968),157,"['Comedy', ' Drama', ' Musical']",6.9,366.0,Bhappi Sonie,Shammi Kapoor,Rajshree,Pran
Brahmarshi Vishwamitra,(1991),135,"['Drama', ' Musical']",7.3,50.0,N.T. Rama Rao,N.T. Rama Rao,Nandamuri Balakrishna,Bhanupriya
Breaking Free,(2015),82,"['Documentary', ' Crime', ' History']",6.3,33.0,Sridhar Rangayan,Vivek Anand,Manohar Elavarthi,Anand Grover
Breed,(2020),135,['Drama'],9.6,48.0,Bobby Kumar,Bobby Kumar,Ashfaq,Fasih Choudhry
Brina,(2016),135,['Drama'],7.5,8.0,Pawan Kumar Sharma,Mandakini Goswami,Rajesh Jais,Sanjay Mishra
"Brother, Superhit!",(2018),139,"['Action', ' Comedy', ' Drama']",3.9,554.0,Neeraj Pathak,Sunny Deol,Preity Zinta,Arshad Warsi
Bub (Father),(2001),114,['Drama'],7.6,17.0,Jyoti Sarup,K.K. Raina,Kuber Sarup,Virendra Razdan
Bubble Gum,(2011),116,['Drama'],7.3,456.0,Sanjivan Lal,Apoorva Arora,Tanvi Azmi,Delzad Hiwale
Buchcha,(2017),89,"['Adventure', ' Drama', ' Family']",7.2,6.0,Pankaj Kumar,Shabana Afreen,Dharmendra Ahirwar,Pooja Bharti
Buddha Mar Gaya,(2007),93,['Comedy'],2.6,356.0,Rahul Rawail,Mona Ambegaonkar,Jitender Bhargava,Birbal
Buddha Mil Gaya,(1971),138,"['Musical', ' Mystery', ' Drama']",7.0,244.0,Hrishikesh Mukherjee,Navin Nischol,Om Prakash,Archana
Budtameez,(1966),145,"['Comedy', ' Drama', ' Romance']",7.4,78.0,Manmohan Desai,Shammi Kapoor,Sadhana,Laxmi Chhaya
Bulandi,(2000),175,"['Action', ' Drama']",5.4,633.0,Rama Rao Tatineni,Anil Kapoor,Rekha,Raveena Tandon
Bulbul Can Sing,(2018),95,['Drama'],6.8,323.0,Rima Das,Pakija Begam,Arnali Das,Manabendra Das
Bulbule,(2014),119,['Comedy'],7.8,25.0,Jagat Joon,Md. Faiz Alam,Amaresh Banerjee,Anubhav Dixit
Bull BulBul Bandook,(2013),135,"['Action', ' Romance', ' Western']",4.8,17.0,Karan Butani,Dheerendra Dwivedi,Kay Kay Menon,Shriya Saran
Bullet,(1976),124,"['Action', ' Crime', ' Thriller']",6.9,75.0,Vijay Anand,Dev Anand,Parveen Babi,Rakesh Roshan
Bullet: Ek Dhamaka,(2005),137,"['Action', ' Drama']",3.6,49.0,Irfan Khan,Saayli Buva,Natalya Gudkova,Iqbal Khan
Bulund,(1993),135,['Action'],5.7,138.0,M.R. Shahjahan,Somy Ali,Mohnish Bahl,Laxmikant Berde
Bulundi,(1981),135,"['Action', ' Crime', ' Drama']",6.6,106.0,Esmayeel Shroff,Helen,Asha Parekh,Raaj Kumar
Bumboo,(2012),126,['Comedy'],6.0,982.0,Jagdish Rajpurohit,Kavin Dave,Sharat Saxena,Sanjay Mishra
Bumm Bumm Bole,(2010),124,"['Drama', ' Family', ' Thriller']",6.1,616.0,Priyadarshan,Atul Kulkarni,Rituparna Sengupta,Darsheel Safary
Bumper Draw,(2015),130,['Comedy'],4.8,41.0,Irshad Khan,Rajpal Yadav,Omkar Das Manikpuri,Subrat Dutta
Bundal Baaz,(1976),135,"['Comedy', ' Fantasy', ' Romance']",6.6,56.0,Shammi Kapoor,Rajesh Khanna,Shammi Kapoor,Sulakshana Pandit
Buniyaad,(1972),135,"['Drama', ' Family']",5.7,6.0,Virendra Sinha,Rakesh Roshan,Shatrughan Sinha,Yogeeta Bali
Bunker,(2020),98,"['Drama', ' War']",6.8,82.0,Jugal Raja,Abhijeet Singh,Arindita Kalita,Gaurav Gupta
Burmah Road,(1962),135,['Romance'],6.1,8.0,Tara Harish,Ashok Kumar,Sheikh Mukhtar,Kumkum
Buzdil,(1951),135,"['Drama', ' Family']",6.4,8.0,Shaheed Latif,Prem Nath,Nimmi,Kishore Sahu
Bye Bye Miss Goodnight,(2005),78,"['Comedy', ' Drama']",6.1,16.0,Karan Kandhari,Neha Dubey,Zafar Karachiwala,Rajpal Yadav
Bypass Road,(2019),137,"['Drama', ' Mystery', ' Thriller']",5.4,890.0,Naman Nitin Mukesh,Neil Nitin Mukesh,Adah Sharma,Gul Panag
C U at 9,(2005),95,"['Drama', ' Horror', ' Mystery']",4.1,66.0,Marion Rodrigues,Isaiah,Malavikka,Kanksha
C.I.D.,(1956),146,"['Action', ' Crime', ' Musical']",7.3,647.0,Raj Khosla,Dev Anand,Shakila,Johnny Walker
C.I.D.,(1990),135,"['Action', ' Drama']",4.7,65.0,Ajay Goel,Vinod Khanna,Amrita Singh,Suresh Oberoi
C.I.D. 909,(1967),123,"['Action', ' Crime', ' Drama']",5.8,17.0,Mohammed Hussain,Feroz Khan,Mumtaz,Helen
Cabaret,(2019),95,"['Drama', ' Musical', ' Thriller']",3.4,175.0,Kaustav Narayan Niyogi,Akshay Anand,Richa Chadha,Gulshan Devaiah
Calapor,(2013),120,['Drama'],4.5,6.0,Dinesh P. Bhonsle,Hemant Gopal,Rituparna Sengupta,Akash Sharma
Calcutta Mail,(2003),128,"['Action', ' Drama', ' Mystery']",5.7,480.0,Sudhir Mishra,Anil Kapoor,Rani Mukerji,Manisha Koirala
Calendar Girls,(2015),131,['Drama'],4.2,862.0,Madhur Bhandarkar,Akanksha Puri,Avani Modi,Kyra Dutt
Call for Fun,(2017),126,['Comedy'],5.6,36.0,Janak Toprani,Priyanka Arya,Charu Asopa,Yash Chaturvedi
Call Girl,(1974),135,"['Drama', ' Family', ' Romance']",6.6,24.0,Vijay Kapoor,Zaheera,Vikram Makandar,Iftekhar
Cape Karma,(2007),90,"['Drama', ' Mystery', ' Thriller']",4.2,141.0,Pankaj Advani,Rahul Dev,Audrie Woodhouse,Gulshan Grover
Captain Barry,(1984),135,['Action'],3.2,5.0,Surjit Gill,Sunil Dhawan,Uma Dhawan,Benjamin Gilani
Captain Nagarjuna,(1986),134,"['Drama', ' Romance']",6.5,13.0,Rajendra Prasad V.B.,Nagarjuna Akkineni,Kushboo,Dubbing Janaki
Captain Prabhakaran,(1991),150,"['Action', ' Thriller']",7.0,212.0,R.K. Selvamani,Mansoor Ali Khan,Sarath Kumar,Ramya Krishnan
Captain Vidyut,(2020),77,"['Animation', ' Action', ' Comedy']",7.7,11.0,Atish Tripathi,Namit Das,Trisha Kale,Suresh Menon
Car Thief,(1986),150,['Action'],7.0,13.0,Sameer Malkan,Suneil Anand,Vijayata Pandit,Kevin Mukherji
Caravan,(1971),161,"['Action', ' Comedy', ' Musical']",6.8,260.0,Nasir Hussain,Asha Parekh,Jeetendra,Aruna Irani
Care of Footpath,(2009),110,"['Drama', ' Family']",7.2,42.0,Kishan Shrikanth,Kishan Shrikanth,Jayashree Basavaraj,Jackie Shroff
Cecilia,(2015),83,['Documentary'],7.9,31.0,Pankaj Johar,Cecilia,Pankaj Johar,Rishi Kant
Celluloid Man,(2012),164,['Documentary'],7.8,162.0,Shivendra Singh Dungarpur,U.R. Ananthamurthy,G. Ananthappa,Beena Antony
Censor,(2001),165,['Drama'],3.5,122.0,Dev Anand,Dev Anand,Hema Malini,Shammi Kapoor
Cha Cha Cha,(1964),135,"['Musical', ' Romance']",5.2,21.0,Chandrashekhar,Chandrashekhar,Helen,Om Prakash
Chaahat Ek Nasha...,(2005),140,"['Drama', ' Romance', ' Thriller']",3.9,74.0,Surya Prakash,Jayprakkash Shaw,Aryan Vaid,Manisha Koirala
Chaalbaaz,(2003),117,['Action'],5.8,17.0,Gautam Verma,Rajat Bedi,Mithun Chakraborty,Dinesh Hingoo
Chaalis Chauraasi,(2012),120,"['Comedy', ' Crime']",6.1,474.0,Hriday Shetty,Naseeruddin Shah,Kay Kay Menon,Atul Kulkarni
Chaalu Mera Naam,(1977),135,"['Action', ' Crime']",5.8,5.0,Krishna Naidu,Vinod Mehra,Vidya Sinha,Mahendra Sandhu
Chaand Kaa Tukdaa,(1994),155,"['Action', ' Comedy', ' Crime']",4.0,603.0,Saawan Kumar Tak,Sridevi,Salman Khan,Anupam Kher
Chaani,(1977),136,['Drama'],7.7,26.0,Shantaram Rajaram Vankudre,Ranjana,Siddharth,Yashwant Dutt
Chaar Din Ki Chandni,(2012),131,"['Comedy', ' Romance']",4.1,393.0,Samir Karnik,Tusshar Kapoor,Kulraj Randhawa,Anupam Kher
Chaar Maharathi,(1985),137,['Action'],4.5,8.0,S. Waris Ali,Tina Ambani,Master Bunty,Mithun Chakraborty
Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,(2016),134,['Animation'],8.6,656.0,Harry Baweja,Harman Baweja,Pawan Kalra,Om Puri
Chaarfutiya Chhokare,(2014),119,"['Drama', ' Thriller']",5.9,38.0,Manish Harishankar,Soha Ali Khan,Zakir Hussain,Seema Biswas
Chacha Bhatija,(1977),161,"['Action', ' Comedy', ' Drama']",5.8,213.0,Manmohan Desai,Dharmendra,Hema Malini,Randhir Kapoor
Chacha Zindabad,(1959),135,['Comedy'],7.2,12.0,J. Om Prakash,Kishore Kumar,Anita Guha,Master Bhagwan
Chahat,(1971),135,"['Drama', ' Romance']",5.8,10.0,Moni Bhattacharjee,Biswajit Chatterjee,Mala Sinha,Jeetendra
Chahoonga Main Tujhe,(1993),135,"['Drama', ' Romance']",6.3,12.0,Kamal,Kamal Master,Shafi Inamdar,Irfan Kamal
Chai Coffee,(2019),49,"['Drama', ' Romance']",7.9,11.0,Ayush Upadhyay,Ayush Upadhyay,Mansi Singh,Megha Jha
Chai Pani Etc.,(2004),92,['Comedy'],4.7,24.0,Manu Rewal,Konkona Sen Sharma,Zafar Karachiwala,Gaurav Kapoor
Chaitali,(1975),135,['Drama'],6.0,39.0,Hrishikesh Mukherjee,Dharmendra,Saira Banu,Bindu
Chakachak,(2005),135,['Drama'],3.9,7.0,Sai Paranjape,Asrani,Veeni Paranjape Joglekar,Javed Khan
Chakkar Pe Chakkar,(1977),138,"['Action', ' Comedy', ' Crime']",5.6,27.0,Ashok Roy,Shashi Kapoor,Rekha,Pran
Chakra,(1981),140,['Action'],6.8,141.0,Rabindra Dharmaraj,Savita Bajaj,Arun Bakshi,Suresh Bhagwat
Chakradhaar,(2012),120,['Action'],4.2,28.0,Dharam Prakash,Shakur Sir,Abishek Anand,Zakir Hussain
Chakravyuha,(1978),130,"['Action', ' Mystery', ' Thriller']",6.4,40.0,Basu Chatterjee,Rajesh Khanna,Neetu Singh,Vinod Mehra
Chal Baaz,(1958),135,['Action'],6.0,8.0,Nanabhai Bhatt,Nirupa Roy,Paidi Jairaj,Nishi
Chal Bhaag,(2014),111,['Comedy'],3.8,101.0,Prakash Saini,Deepak Dobriyal,Taran Bajaj,Keeya Khanna
Chal Chala Chal,(2009),138,"['Action', ' Comedy', ' Crime']",4.6,292.0,Rajeev Kumar,Asrani,Asif Basra,Kaluram Dhobale
Chal Chalein,(2009),135,['Drama'],6.3,26.0,Ujjwal Singh,Javed Abedi,Anand Abhyankar,Adityansh
Chal Guru Ho Jaa Shuru,(2015),127,['Comedy'],4.9,45.0,Manoj Sharma,Pawan Kumar Sharma,Vrajesh Hirjee,Brijendra Kala
Chal Pichchur Banate Hain,(2012),115,"['Comedy', ' Drama']",6.1,47.0,Pritish Chakraborty,Sonam Arora,Sagar Bhangade,Mukesh S. Bhatt
Chala Murari Hero Banne,(1977),128,"['Comedy', ' Musical', ' Romance']",7.0,66.0,Asrani,Asrani,Bindiya Goswami,Satyendra Kapoor
Chala Mussaddi - Office Office,(2011),60,"['Comedy', ' Drama']",6.1,346.0,Rajiv Mehra,Deven Bhojani,Makrand Deshpande,Vinay Jain
Chalaak,(1973),135,"['Action', ' Crime', ' Drama']",5.6,7.0,R.K. Bannerjee,T.N. Sharma,Kiran Kumar,Alka
Chalbaaz,(1969),135,['Action'],5.6,5.0,Mumtaz Begum,Habib,Shyam Kumar,Vijay Kumar
Chale Chalo: The Lunacy of Film Making,(2003),150,['Documentary'],8.6,336.0,Satyajit Bhatkal,Ashutosh Gowariker,Aamir Khan,Gracy Singh
Chalk N Duster,(2016),130,['Drama'],6.5,676.0,Jayant Gilatar,Richa Chadha,Shabana Azmi,Arya Babbar
Challo Driver,(2012),95,['Comedy'],5.9,185.0,Vickrant Mahajan,Vickrant Mahajan,Kainaz Motivala,Prem Chopra
Chalo Ishq Ladaaye,(2002),140,"['Action', ' Comedy', ' Romance']",4.4,522.0,Aziz Sejawal,Govinda,Kader Khan,Rani Mukerji
Chaloo Movie,(2011),135,['Comedy'],4.1,44.0,Vinod Pande,Rajpal Yadav,Shekhar Suman,Sayali Bhagat
Chalta Hai Yaar,(2005),135,['Comedy'],6.3,7.0,Mahesh Tillekar,Raghuvir Yadav,Himani Shivpuri,Sanjay Narvekar
Chalta Purza,(1977),150,"['Action', ' Thriller']",6.0,39.0,Bhappi Sonie,Rajesh Khanna,Parveen Babi,Rakesh Roshan
Chalte Chalte,(1976),100,"['Romance', ' Thriller']",5.7,54.0,Sunder Dar,Simi Garewal,Bhisham Kohli,Nazneen
Chalti Ka Naam Zindagi,(1982),135,['Drama'],6.3,11.0,Kishore Kumar,Rita Bhaduri,Master Bhagwan,Harindranath Chattopadhyay
Chambal Ke Daku,(1982),135,"['Action', ' Thriller']",5.8,5.0,Birbal,Ramesh Deo,Javed Khan,Madhu Malini
Chambal Ki Kasam,(1980),135,"['Action', ' Crime']",5.3,24.0,Ram Maheshwari,Pradeep Kumar,Raaj Kumar,Shatrughan Sinha
Chambal Ki Rani,(1979),135,"['Action', ' Crime']",8.6,5.0,Radhakant,Mahendra Sandhu,Bindu,Dara Singh
Chamku,(2008),105,"['Action', ' Crime', ' Thriller']",4.0,529.0,Kabeer Kaushik,Bobby Deol,Priyanka Chopra Jonas,Irrfan Khan
Champakali,(1957),135,"['Drama', ' Fantasy']",5.5,8.0,Nandlal Jaswantlal,Bharat Bhushan,Suchitra Sen,Pran
Champakali,(2000),135,['Action'],3.6,7.0,Rajni Chandra,Jack Gaud,Shakti Kapoor,Razak Khan
Champion,(2000),140,"['Action', ' Comedy', ' Drama']",4.3,519.0,Padam Kumar,Jana Sue Memel,Sunny Deol,Prasant Samadhar
Chanakya,(2019),147,"['Action', ' Adventure', ' Thriller']",5.5,521.0,Thiru,Mehreen Pirzada,Nassar,Zareen Khan
Chanakya the Warrior,(2005),135,"['Action', ' Comedy', ' Crime']",4.7,10.0,A. Venkatesh,Vincent Ashokan,Salim Ghouse,Cochin Hanifa
Chanchal,(2008),135,"['Drama', ' Musical']",4.0,24.0,Indrajit Singh,Bobby Kumar,Armaan Shahabi,Gracy Singh
Chand,(1959),149,['Drama'],6.8,13.0,Lekhraj Bhakri,Balraj Sahni,Manoj Kumar,Meena Kumari
Chand Aur Suraj,(1965),154,"['Crime', ' Drama', ' Mystery']",6.4,24.0,Dulal Guha,Ashok Kumar,Dharmendra,Nirupa Roy
Chand Bujh Gaya,(2005),116,"['Drama', ' Thriller']",6.8,52.0,Sharique Minhaj,Mukesh Ahuja,Ishrat Ali,Aliza
Chand Ke Paar Chalo,(2006),169,['Romance'],6.7,35.0,Mustafa Engineer,Somesh Agarwal,Shahib Chopra,Kannu Gill
Chand Par Chadayee,(1967),150,"['Adventure', ' Comedy', ' Drama']",5.0,20.0,T.R. Sundaram,Dara Singh,Anwar Hussain,Master Bhagwan
Chand Sa Roshan Chehra,(2005),120,['Romance'],4.7,54.0,Shahab Shamsi,Samir Aftab,Talat Aziz,Tamannaah Bhatia
Chanda Aur Bijli,(1969),137,['Drama'],4.8,16.0,Atma Ram,Sanjeev Kumar,Padmini,Jeevan
Chandaal,(1998),135,"['Action', ' Drama']",5.7,42.0,T.L.V. Prasad,Kasam Ali,Amrish,Asrani
Chandaal Atma,(1999),129,['Horror'],4.6,9.0,S.R. Pratap,Aparna,Rakesh Bedi,Sudhir Dalvi
Chandan Ka Palna,(1967),166,['Drama'],6.7,43.0,Ismail Memon,Meena Kumari,Dharmendra,Mehmood
Chandi Sona,(1977),135,"['Action', ' Thriller']",5.8,42.0,Sanjay Khan,Sanjay Khan,Parveen Babi,Prem Nath
Chandni Chowk,(1954),135,"['Drama', ' Family']",5.6,9.0,B.R. Chopra,Meena Kumari,Shekhar,Jeevan
Chandra,(1948),207,['Drama'],6.9,39.0,S.S. Vasan,Rajkumari,M.K. Radha,Ranjan
Chandra Mukhi,(1993),152,"['Comedy', ' Fantasy', ' Romance']",4.0,676.0,Debaloy Dey,Maya Alagh,Tinnu Anand,Mohnish Bahl
Chandrahas,(2007),136,"['Action', ' Adventure', ' Drama']",4.3,26.0,Shiva Shakti Datta,Abbas,Abhinayasri,Sharat Babu
Chandrasena,(1935),136,['Adventure'],4.1,11.0,Shantaram Rajaram Vankudre,Nalini Tarkhad,Sureshbabu Mane,Rajani
Chandrashekhar,(1947),135,['Drama'],5.4,17.0,Debaki Bose,Chhabi Biswas,Bharati Devi,Kanan Devi
Chandrawal,(1984),109,['Drama'],8.3,39.0,Jayant Prabhakar,Usha Sharma,Jagat Singh Jakhar,Raju Maan
Chandu,(2002),136,['Romance'],6.9,70.0,P.A. Arun Prasad,Sudeep,Sonia Agarwal,Srinath
Changez Khan,(1957),135,"['Action', ' Adventure', ' History']",7.1,20.0,Kedar Kapoor,Prem Nath,Bina Rai,Sheikh Mukhtar
Chann Pardesee,(1980),147,['Drama'],8.1,60.0,Chitraarth,Raj Babbar,Rama Vij,Kulbhushan Kharbanda
Chapekar Brothers,(2016),135,['History'],6.6,17.0,Devender Kumar Pandey,Kanchan Awasthi,Abhijit Bhagat,Manoj Bhatt
Char Dervesh,(1964),135,"['Adventure', ' Fantasy']",6.6,21.0,Homi Wadia,Feroz Khan,Sayeeda Khan,Mukri
Char Diwari,(1961),136,"['Drama', ' Romance']",6.7,24.0,Krishan Chopra,Shashi Kapoor,Nanda,Manmohan Krishna
Char Paise,(1955),118,"['Action', ' Crime', ' Drama']",5.6,11.0,N.K. Ziree,Shyama,Kishore Kumar,Agha
Charandas,(1977),135,"['Drama', ' Family']",5.2,28.0,B.S. Thapa,Vikram Makandar,Om Prakash,Lakshmi
Charandas Chor,(1975),156,['Drama'],8.0,44.0,Shyam Benegal,Lalu Ram,Madan Lal,Babu Das
Charanon Ki Saugandh,(1988),135,"['Action', ' Drama', ' Family']",5.6,47.0,K. Bapaiah,Asrani,Mithun Chakraborty,Prem Chopra
Charas,(1976),159,"['Action', ' Drama', ' Romance']",6.5,176.0,Ramanand Sagar,Dharmendra,Hema Malini,Ajit
Charas: A Joint Effort,(2004),140,"['Action', ' Crime', ' Thriller']",5.3,336.0,Tigmanshu Dhulia,Jimmy Sheirgill,Uday Chopra,Irrfan Khan
Chargesheet,(2011),135,"['Drama', ' Thriller']",6.3,97.0,Dev Anand,Dev Anand,Sanket Dhawan,Divya Dutta
Charitra,(1973),135,['Drama'],6.5,11.0,B.R. Ishara,Parveen Babi,Salim Aziz Durrani,Gautam Sarin
